,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.13974264813059,-0.2436400707545626,0.23203014286901458,0.42361210143512223,0.043466088575123366,-0.4087762855389387,1.045879436471454,-0.19709971785753752,0.4890266876213131,0.17176920415254604,0.3848212835705026,0.35980588869545577,-0.1269245212383962,-0.02964911426310772,-0.4716587196896315,-0.12777669673735048,-0.21404036111092292,-0.1407055017926238,0.701576317240371,-0.2592101852678546
1,1.345067572408894,0.11128095617911611,0.05764910805944983,0.3426757243421293,0.2556182769773091,-0.41274894201742157,0.9234968874663098,-0.16875580405998092,0.3285035193911553,0.24807967557231547,0.6794896933478344,0.17526675834999578,-0.28108575101755273,0.16842008423365473,-0.2883706694486367,-0.140001758763567,-0.5936237240852502,-0.09381840916721687,0.34344419877551813,-0.4764078433879541
2,0.2562853910657606,-0.28590860776581545,0.030711596125065542,0.28454465374817467,-0.013055927833165292,0.37772862161887266,0.9067656191748622,0.11872355083306362,0.10025099435107096,-0.050059068908433556,0.5388761739792002,0.35132970674650865,-0.5635378412746127,-0.069721819867208,-0.7263274325555198,-0.1744907450764414,-0.2839049724883844,0.1826175021535421,0.15724015621143606,-0.25628491416411703
3,0.972779734126823,-0.4142421052415602,-0.014322342978913044,0.6250961183199256,-0.19127617560322524,-0.4313734348605296,0.957746008136796,0.2022505905067883,0.22915666111279728,-0.014433208564546812,0.5033815068889403,0.15468830724820945,-0.053888752091050325,-0.05556325909291708,-0.5092316880277055,-0.21230211441726676,-0.21200284201296973,-0.23671677007187428,0.5309754940365465,-0.5143722105601033
4,0.7586974074608549,-0.15702581266509688,0.035306580279568255,0.6700788280669328,-0.1727302433617528,-0.5438497215498614,0.9899387783100664,0.019269668966857133,0.11110152155743476,0.11676413531918342,0.446935807802652,0.39263263298101514,-0.012966348016251565,-0.058199741148174285,-0.7649143976011928,-0.16840844093816817,-0.4194002160458381,-0.39589910432866976,0.6414717195767052,-0.2738774508832089
5,0.8049484366765746,-0.47053873626543,-0.1769031131659094,0.07374039775181478,0.2784700232226842,-0.28894589940075865,1.0877473687981598,0.17817288914140808,0.15266534192503978,-0.08204984525662501,0.15896498728864006,0.6230815004422174,0.16096843078069775,-0.36721388644000064,-0.6503410249952675,-0.7360275244525512,-0.28171789945752146,0.30765817988933836,0.30113729968363223,-0.2957503644096975
6,0.5691392977306261,-0.15159980947865687,0.04953778154685475,0.4206008101055708,0.12899764631845945,-0.17165021529482638,0.6799978494070834,0.07825194767456725,0.2977547204142908,0.2633253949154336,0.6362130909755896,0.5667956371497745,0.02087182211580196,-0.021042248531215883,-0.7136977055710555,-0.533174827197772,-0.2301888349260697,-0.4977830133469759,0.5283134986138234,-0.3950580453891751
7,0.4196200699481799,0.10027611418018802,-0.09453886138963223,0.6993103925014299,0.17204892688223544,-0.46522789845132023,0.7205551436687716,0.08915284881482953,0.3502818501245014,0.17687842142128324,0.4312299434500905,0.5829104885693985,-0.09508714353946371,-0.05198493861278505,-0.7793465695946613,-0.048422319332099145,-0.4256068354523846,-0.236254289756576,0.5717385366173166,-0.2623236304251125
8,0.5347189862757469,-0.034445993228383126,0.03857357131067861,0.4501540166335522,-0.1461523644252502,-0.09680911182310531,0.7855189611666893,0.2611928518217114,0.492924803162556,0.08980216301851088,0.9412179696008544,0.5611093711017386,-0.29534435647592144,-0.12045080979269102,-0.5501092967813958,-0.2615296890839393,-0.030064809150261582,-0.13223635399745848,0.4024560532115787,-0.5449987048307725
9,0.6465369929123651,-0.35971388757906747,-0.2358126918943843,0.42243838865022865,0.21806476114602036,0.004285040252119349,1.0150951426591126,0.1348952896394223,-0.03047651942011135,0.031809753110926785,0.48159453806358665,0.6303855507676184,-0.1720629126579204,0.07410148425702077,-0.6446290144571719,-0.43559384579191923,-0.5122106351404991,0.11327371126214339,0.055884680553703,-0.5336925724977312
