,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.2326282388669,0.2579661086843109,-0.6120498809496138,-0.20659657147228766,0.4298139710211185,0.09229583920494949,0.09739707541897875,-0.32965127326989796,-0.2872839180304526,0.299474793471505,-0.13426500449883028,-0.17818904519629686,0.07669207309688132,-0.2754688296914184,-0.2356998225307565,-0.15083277236829998,0.5074066397871709,0.1617391144568578,-0.12452726421651784,-0.24257581271135345,0.48271057340340223,0.03514366250469653,-0.812887691672983,-0.42896902492143474,0.0958792492475185
1,0.167269202632963,-0.12871412157878753,0.10656390923330286,0.20222357804802715,-0.0966555700906387,-0.09687708807406484,-0.23962386537004893,0.1887209696970739,-0.018954369672372386,0.042886011360986215,0.29529717113516074,0.1490243463885722,0.25598940165360884,0.44235110582470594,0.1420323272345804,-0.1577373071984806,0.11909644183158301,-0.08045691421932627,0.07634099035842239,-0.17123944762547108,0.24307187729330562,0.2539117387426519,0.19582624410725574,-0.02058879625543618,-0.06574805266438716
2,0.24537645046086898,-0.0745804737163415,-0.11228548713831017,-0.09204362327475593,-0.18591607852214745,-0.10995534680095197,0.09785711056839257,0.04931793516683502,-0.4327634025014622,0.029043703067365558,0.21947217431615895,0.012838116061748289,-0.2676111486517406,0.10712258444193037,-0.14072268209379393,-0.26384295172466293,0.30379036372612206,-0.39828000368640154,-0.19987570301832075,0.15136506683859613,0.10970950317709126,-0.1486825366362671,-0.26367436475358985,-0.34754161082520196,-0.029360103941949586
3,0.12412379523724389,-0.12733920323030845,-0.13200014430341311,-0.2671180481239019,-0.15119865704063057,0.22559306083949834,-0.25642299893876586,-0.1205025144982772,-0.011149006581130253,-0.03834772631038304,0.005727627934841682,0.04225097228681388,-0.09324825086434717,0.12201310534324236,0.22689365646798929,0.12560396733973064,-0.28125190214854867,0.12025523080791772,0.07264092952106982,-0.14220303697001893,0.25996953653308563,-0.20397705218393328,-0.2344375969009652,0.31220569054594544,0.006655191610421822
4,0.10810181297620106,0.10379522997091599,-0.020182529191890754,-0.24154518911645562,-0.14577000387559721,0.10507779601822088,-0.15788477207671164,-0.10517003476438933,-0.022987060111636055,0.0426370169420462,0.1991912545592257,0.13292475764028816,0.10397281486295488,0.16542348119288564,-0.007831237871920894,-0.1136338705234241,0.18531146565777684,0.01860516258784037,-0.15905357425587754,0.16254769768010008,-0.10851826900486168,0.2020921526857098,0.20433927605223012,-0.14347988366526215,0.1856563450700691
5,-0.03463465652920827,-0.055659431784698975,-0.1553774476264246,0.07309656007069708,-0.21013561034962797,0.07240148916210845,0.013772081297028133,-0.1538866759060967,-0.09989070048054345,0.10409813718567655,0.462669233509944,-0.24650366803987522,0.05157518175000392,0.15265569681879748,-0.10445209657352486,-0.16445878303308217,0.15839053465653347,0.013950930733001545,0.30530459164095014,-0.17008972058140498,-0.018796844195749306,-0.010805318594265399,0.22172041218019284,0.24290966276191578,-0.2654157324075404
6,0.13327583432833878,0.37776507845600993,-0.24851142152574274,-0.13560674135704953,-0.07731440824075823,-0.13343192005096546,-0.11498309998684264,-0.2686224455118841,0.09128599606853925,-0.25260020933047456,0.25333972165587587,0.16680528176903228,0.31538832909330533,0.323888745806498,0.04695596260051493,-0.07302732051090256,-0.4836899652969204,0.2691196719743595,-0.031878441435462444,0.20538108149864825,-0.2829364818618963,-0.020839855279233398,-0.05751218882869518,0.34859684585575823,0.15920920157097104
7,0.09996804814759727,-0.044785394053295145,0.02558164473410623,-0.1417568563445673,0.16065025408181402,0.06123329615507569,-0.04572681093638834,-0.11919062647393609,0.02226773959528255,0.11425482486996519,-0.13361776761038216,0.07861102372331097,-0.11419609099405742,-0.04427215922684797,0.005531408242327415,0.038478089085333116,-0.07849900583726327,0.0019423568705834668,-0.21248135765943893,-0.05813749147587917,-0.21959292692955154,-0.13311852760718665,-0.22204099969502566,-0.06215477588129302,-0.1579887592978179
8,-0.09198564618598197,-0.03525259331934989,-0.3537810426298728,-0.22523133783883162,-0.04371392771955335,-0.2665013179707493,-0.2110150688242848,-0.12439584256899855,-0.21823558333749682,-0.29684990566458735,-0.0348444838596507,-0.0805234240478206,-0.12717555590392238,0.1858031562484748,-0.17689428220059908,0.32692642107724934,0.05156012333775935,-0.24909299161546364,0.01468922043407133,0.12239338478803762,-0.12439149310199864,-0.05089230504913574,-0.26593457463115544,-0.032155747612291244,-0.01982960526289839
9,0.0067062749964115495,-0.1536106351943602,0.07444226595932436,-0.03192270581144661,-0.2882944037806121,-0.06757292174443796,0.07847601192802467,0.035130642861673465,-0.08865244087455244,-0.007861529168121535,-0.008674860634329522,-0.26398108332968134,-0.12316309161057906,-0.2670563460123803,0.2432239775042373,-0.20417295627197493,0.21932755224937645,0.14585416614563995,0.013815427998181076,-0.052143248493094686,-0.24712539069085238,0.02312771786135482,0.09684864367909309,0.004173452010869618,0.11545562842914775
